"Notes"	"Census Region"	"Census Region Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Osteogenesis imperfecta"	"Q78.0"	"2017"	"2017"	21	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Osteogenesis imperfecta"	"Q78.0"	"2018"	"2018"	28	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Osteochondrodysplasia, unspecified"	"Q78.9"	"2014"	"2014"	30	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Osteochondrodysplasia, unspecified"	"Q78.9"	"2015"	"2015"	29	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Osteochondrodysplasia, unspecified"	"Q78.9"	"2016"	"2016"	26	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Osteochondrodysplasia, unspecified"	"Q78.9"	"2017"	"2017"	29	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Osteochondrodysplasia, unspecified"	"Q78.9"	"2018"	"2018"	26	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Congenital diaphragmatic hernia"	"Q79.0"	"2014"	"2014"	94	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital diaphragmatic hernia"	"Q79.0"	"2015"	"2015"	98	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital diaphragmatic hernia"	"Q79.0"	"2016"	"2016"	105	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital diaphragmatic hernia"	"Q79.0"	"2017"	"2017"	103	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital diaphragmatic hernia"	"Q79.0"	"2018"	"2018"	92	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Exomphalos"	"Q79.2"	"2014"	"2014"	10	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Exomphalos"	"Q79.2"	"2015"	"2015"	19	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Exomphalos"	"Q79.2"	"2016"	"2016"	20	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Exomphalos"	"Q79.2"	"2017"	"2017"	25	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Exomphalos"	"Q79.2"	"2018"	"2018"	15	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Gastroschisis"	"Q79.3"	"2014"	"2014"	13	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Gastroschisis"	"Q79.3"	"2015"	"2015"	15	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Gastroschisis"	"Q79.3"	"2017"	"2017"	14	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Gastroschisis"	"Q79.3"	"2018"	"2018"	19	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Ehlers-Danlos syndrome"	"Q79.6"	"2015"	"2015"	10	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Ehlers-Danlos syndrome"	"Q79.6"	"2017"	"2017"	10	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Ehlers-Danlos syndrome"	"Q79.6"	"2018"	"2018"	10	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Mastocytosis"	"Q82.2"	"2015"	"2015"	10	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2014"	"2014"	44	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2015"	"2015"	50	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2016"	"2016"	41	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2017"	"2017"	37	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Neurofibromatosis (nonmalignant)"	"Q85.0"	"2018"	"2018"	39	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Tuberous sclerosis"	"Q85.1"	"2016"	"2016"	18	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tuberous sclerosis"	"Q85.1"	"2018"	"2018"	17	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other phakomatoses, not elsewhere classified"	"Q85.8"	"2016"	"2016"	11	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2014"	"2014"	13	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2015"	"2015"	12	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2017"	"2017"	11	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	"2018"	"2018"	11	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2014"	"2014"	32	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2015"	"2015"	31	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2016"	"2016"	40	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2017"	"2017"	28	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	"2018"	"2018"	33	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Marfan syndrome"	"Q87.4"	"2014"	"2014"	39	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Marfan syndrome"	"Q87.4"	"2015"	"2015"	34	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Marfan syndrome"	"Q87.4"	"2016"	"2016"	44	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Marfan syndrome"	"Q87.4"	"2017"	"2017"	41	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Marfan syndrome"	"Q87.4"	"2018"	"2018"	37	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2014"	"2014"	25	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2015"	"2015"	27	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2016"	"2016"	31	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2017"	"2017"	34	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	"2018"	"2018"	38	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Situs inversus"	"Q89.3"	"2015"	"2015"	11	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Conjoined twins"	"Q89.4"	"2014"	"2014"	12	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Conjoined twins"	"Q89.4"	"2015"	"2015"	11	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Conjoined twins"	"Q89.4"	"2017"	"2017"	14	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Conjoined twins"	"Q89.4"	"2018"	"2018"	13	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2014"	"2014"	98	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2015"	"2015"	92	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2016"	"2016"	96	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2017"	"2017"	100	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	"2018"	"2018"	83	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformations"	"Q89.8"	"2014"	"2014"	39	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformations"	"Q89.8"	"2015"	"2015"	30	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformations"	"Q89.8"	"2016"	"2016"	16	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformations"	"Q89.8"	"2017"	"2017"	20	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified congenital malformations"	"Q89.8"	"2018"	"2018"	28	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation, unspecified"	"Q89.9"	"2014"	"2014"	112	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation, unspecified"	"Q89.9"	"2015"	"2015"	108	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation, unspecified"	"Q89.9"	"2016"	"2016"	101	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation, unspecified"	"Q89.9"	"2017"	"2017"	101	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Congenital malformation, unspecified"	"Q89.9"	"2018"	"2018"	99	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Down syndrome, unspecified"	"Q90.9"	"2014"	"2014"	416	119771934	0.3
	"Census Region 3: South"	"CENS-R3"	"Down syndrome, unspecified"	"Q90.9"	"2015"	"2015"	443	121182847	0.4
	"Census Region 3: South"	"CENS-R3"	"Down syndrome, unspecified"	"Q90.9"	"2016"	"2016"	443	122319574	0.4
	"Census Region 3: South"	"CENS-R3"	"Down syndrome, unspecified"	"Q90.9"	"2017"	"2017"	459	123658624	0.4
	"Census Region 3: South"	"CENS-R3"	"Down syndrome, unspecified"	"Q90.9"	"2018"	"2018"	450	124753948	0.4
	"Census Region 3: South"	"CENS-R3"	"Edwards syndrome, unspecified"	"Q91.3"	"2014"	"2014"	219	119771934	0.2
	"Census Region 3: South"	"CENS-R3"	"Edwards syndrome, unspecified"	"Q91.3"	"2015"	"2015"	217	121182847	0.2
	"Census Region 3: South"	"CENS-R3"	"Edwards syndrome, unspecified"	"Q91.3"	"2016"	"2016"	217	122319574	0.2
	"Census Region 3: South"	"CENS-R3"	"Edwards syndrome, unspecified"	"Q91.3"	"2017"	"2017"	203	123658624	0.2
	"Census Region 3: South"	"CENS-R3"	"Edwards syndrome, unspecified"	"Q91.3"	"2018"	"2018"	219	124753948	0.2
	"Census Region 3: South"	"CENS-R3"	"Patau syndrome, unspecified"	"Q91.7"	"2014"	"2014"	99	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Patau syndrome, unspecified"	"Q91.7"	"2015"	"2015"	110	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Patau syndrome, unspecified"	"Q91.7"	"2016"	"2016"	86	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Patau syndrome, unspecified"	"Q91.7"	"2017"	"2017"	125	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Patau syndrome, unspecified"	"Q91.7"	"2018"	"2018"	107	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Triploidy and polyploidy"	"Q92.7"	"2015"	"2015"	13	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Triploidy and polyploidy"	"Q92.7"	"2017"	"2017"	13	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2015"	"2015"	11	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2016"	"2016"	15	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	"2018"	"2018"	12	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2014"	"2014"	23	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2015"	"2015"	26	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2016"	"2016"	17	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	"2017"	"2017"	15	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other deletions of part of a chromosome"	"Q93.5"	"2014"	"2014"	13	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other deletions of part of a chromosome"	"Q93.5"	"2015"	"2015"	14	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other deletions of part of a chromosome"	"Q93.5"	"2016"	"2016"	29	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Other deletions of part of a chromosome"	"Q93.5"	"2017"	"2017"	16	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other deletions of part of a chromosome"	"Q93.5"	"2018"	"2018"	12	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Turner syndrome, unspecified"	"Q96.9"	"2016"	"2016"	12	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Chromosomal abnormality, unspecified"	"Q99.9"	"2016"	"2016"	11	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Chromosomal abnormality, unspecified"	"Q99.9"	"2017"	"2017"	10	123658624	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Bradycardia, unspecified"	"R00.1"	"2014"	"2014"	55	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Bradycardia, unspecified"	"R00.1"	"2015"	"2015"	48	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Bradycardia, unspecified"	"R00.1"	"2016"	"2016"	52	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Bradycardia, unspecified"	"R00.1"	"2017"	"2017"	60	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Bradycardia, unspecified"	"R00.1"	"2018"	"2018"	78	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Gangrene, not elsewhere classified"	"R02"	"2014"	"2014"	35	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Gangrene, not elsewhere classified"	"R02"	"2015"	"2015"	23	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Gangrene, not elsewhere classified"	"R02"	"2016"	"2016"	36	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Gangrene, not elsewhere classified"	"R02"	"2017"	"2017"	24	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Gangrene, not elsewhere classified"	"R02"	"2018"	"2018"	29	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemoptysis"	"R04.2"	"2014"	"2014"	13	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Haemoptysis"	"R04.2"	"2015"	"2015"	17	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Haemoptysis"	"R04.2"	"2016"	"2016"	14	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Haemoptysis"	"R04.2"	"2017"	"2017"	22	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemoptysis"	"R04.2"	"2018"	"2018"	27	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage from other sites in respiratory passages"	"R04.8"	"2014"	"2014"	37	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage from other sites in respiratory passages"	"R04.8"	"2015"	"2015"	42	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage from other sites in respiratory passages"	"R04.8"	"2016"	"2016"	41	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage from other sites in respiratory passages"	"R04.8"	"2017"	"2017"	36	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Haemorrhage from other sites in respiratory passages"	"R04.8"	"2018"	"2018"	35	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Dyspnoea"	"R06.0"	"2014"	"2014"	172	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Dyspnoea"	"R06.0"	"2015"	"2015"	153	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Dyspnoea"	"R06.0"	"2016"	"2016"	234	122319574	0.2
	"Census Region 3: South"	"CENS-R3"	"Dyspnoea"	"R06.0"	"2017"	"2017"	266	123658624	0.2
	"Census Region 3: South"	"CENS-R3"	"Dyspnoea"	"R06.0"	"2018"	"2018"	220	124753948	0.2
	"Census Region 3: South"	"CENS-R3"	"Hyperventilation"	"R06.4"	"2014"	"2014"	17	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Hyperventilation"	"R06.4"	"2015"	"2015"	18	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Hyperventilation"	"R06.4"	"2016"	"2016"	15	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Hyperventilation"	"R06.4"	"2017"	"2017"	23	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Hyperventilation"	"R06.4"	"2018"	"2018"	22	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abnormalities of breathing"	"R06.8"	"2014"	"2014"	69	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abnormalities of breathing"	"R06.8"	"2015"	"2015"	83	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abnormalities of breathing"	"R06.8"	"2016"	"2016"	82	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abnormalities of breathing"	"R06.8"	"2017"	"2017"	112	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abnormalities of breathing"	"R06.8"	"2018"	"2018"	120	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Chest pain, unspecified"	"R07.4"	"2014"	"2014"	11	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Chest pain, unspecified"	"R07.4"	"2016"	"2016"	12	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Chest pain, unspecified"	"R07.4"	"2017"	"2017"	26	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Chest pain, unspecified"	"R07.4"	"2018"	"2018"	12	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Asphyxia"	"R09.0"	"2014"	"2014"	94	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Asphyxia"	"R09.0"	"2015"	"2015"	126	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Asphyxia"	"R09.0"	"2016"	"2016"	142	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Asphyxia"	"R09.0"	"2017"	"2017"	144	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Asphyxia"	"R09.0"	"2018"	"2018"	157	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Respiratory arrest"	"R09.2"	"2014"	"2014"	1062	119771934	0.9
	"Census Region 3: South"	"CENS-R3"	"Respiratory arrest"	"R09.2"	"2015"	"2015"	999	121182847	0.8
	"Census Region 3: South"	"CENS-R3"	"Respiratory arrest"	"R09.2"	"2016"	"2016"	1005	122319574	0.8
	"Census Region 3: South"	"CENS-R3"	"Respiratory arrest"	"R09.2"	"2017"	"2017"	973	123658624	0.8
	"Census Region 3: South"	"CENS-R3"	"Respiratory arrest"	"R09.2"	"2018"	"2018"	887	124753948	0.7
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abdominal pain"	"R10.4"	"2014"	"2014"	13	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abdominal pain"	"R10.4"	"2015"	"2015"	12	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified abdominal pain"	"R10.4"	"2016"	"2016"	13	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Dysphagia"	"R13"	"2014"	"2014"	73	119771934	0.1
	"Census Region 3: South"	"CENS-R3"	"Dysphagia"	"R13"	"2015"	"2015"	64	121182847	0.1
	"Census Region 3: South"	"CENS-R3"	"Dysphagia"	"R13"	"2016"	"2016"	90	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Dysphagia"	"R13"	"2017"	"2017"	127	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Dysphagia"	"R13"	"2018"	"2018"	104	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	"2014"	"2014"	21	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	"2015"	"2015"	24	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	"2016"	"2016"	39	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	"2017"	"2017"	32	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Intra-abdominal and pelvic swelling, mass and lump"	"R19.0"	"2018"	"2018"	35	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	"2014"	"2014"	39	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	"2015"	"2015"	44	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	"2016"	"2016"	43	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	"2017"	"2017"	40	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	"2018"	"2018"	42	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Localized swelling, mass and lump, trunk"	"R22.2"	"2014"	"2014"	11	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Localized swelling, mass and lump, trunk"	"R22.2"	"2015"	"2015"	13	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Immobility"	"R26.3"	"2018"	"2018"	13	124753948	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	"2014"	"2014"	33	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	"2015"	"2015"	32	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	"2016"	"2016"	62	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	"2017"	"2017"	97	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	"2018"	"2018"	147	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Coma, unspecified"	"R40.2"	"2015"	"2015"	10	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	"2014"	"2014"	15	119771934	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	"2015"	"2015"	22	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	"2016"	"2016"	23	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	"2017"	"2017"	29	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified symptoms and signs involving cognitive functions and awareness"	"R41.8"	"2018"	"2018"	43	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Dysphasia and aphasia"	"R47.0"	"2016"	"2016"	12	122319574	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Fever, unspecified"	"R50.9"	"2015"	"2015"	11	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Other chronic pain"	"R52.2"	"2015"	"2015"	11	121182847	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Malaise and fatigue"	"R53"	"2014"	"2014"	356	119771934	0.3
	"Census Region 3: South"	"CENS-R3"	"Malaise and fatigue"	"R53"	"2015"	"2015"	220	121182847	0.2
	"Census Region 3: South"	"CENS-R3"	"Malaise and fatigue"	"R53"	"2016"	"2016"	161	122319574	0.1
	"Census Region 3: South"	"CENS-R3"	"Malaise and fatigue"	"R53"	"2017"	"2017"	152	123658624	0.1
	"Census Region 3: South"	"CENS-R3"	"Malaise and fatigue"	"R53"	"2018"	"2018"	182	124753948	0.1
	"Census Region 3: South"	"CENS-R3"	"Senility"	"R54"	"2014"	"2014"	2828	119771934	2.4
	"Census Region 3: South"	"CENS-R3"	"Senility"	"R54"	"2015"	"2015"	2627	121182847	2.2
	"Census Region 3: South"	"CENS-R3"	"Senility"	"R54"	"2016"	"2016"	2353	122319574	1.9
	"Census Region 3: South"	"CENS-R3"	"Senility"	"R54"	"2017"	"2017"	2356	123658624	1.9
	"Census Region 3: South"	"CENS-R3"	"Senility"	"R54"	"2018"	"2018"	2318	124753948	1.9
	"Census Region 3: South"	"CENS-R3"	"Syncope and collapse"	"R55"	"2014"	"2014"	22	119771934	0.0
	"Census Region 3: South"	"CENS-R3"	"Syncope and collapse"	"R55"	"2015"	"2015"	21	121182847	0.0
	"Census Region 3: South"	"CENS-R3"	"Syncope and collapse"	"R55"	"2016"	"2016"	21	122319574	0.0
	"Census Region 3: South"	"CENS-R3"	"Syncope and collapse"	"R55"	"2017"	"2017"	28	123658624	0.0
	"Census Region 3: South"	"CENS-R3"	"Syncope and collapse"	"R55"	"2018"	"2018"	24	124753948	0.0
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified convulsions"	"R56.8"	"2014"	"2014"	561	119771934	0.5
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified convulsions"	"R56.8"	"2015"	"2015"	521	121182847	0.4
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified convulsions"	"R56.8"	"2016"	"2016"	547	122319574	0.4
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified convulsions"	"R56.8"	"2017"	"2017"	475	123658624	0.4
	"Census Region 3: South"	"CENS-R3"	"Other and unspecified convulsions"	"R56.8"	"2018"	"2018"	500	124753948	0.4
	"Census Region 3: South"	"CENS-R3"	"Cardiogenic shock"	"R57.0"	"2014"	"2014"	277	119771934	0.2
	"Census Region 3: South"	"CENS-R3"	"Cardiogenic shock"	"R57.0"	"2015"	"2015"	300	121182847	0.2
	"Census Region 3: South"	"CENS-R3"	"Cardiogenic shock"	"R57.0"	"2016"	"2016"	325	122319574	0.3
	"Census Region 3: South"	"CENS-R3"	"Cardiogenic shock"	"R57.0"	"2017"	"2017"	350	123658624	0.3
	"Census Region 3: South"	"CENS-R3"	"Cardiogenic shock"	"R57.0"	"2018"	"2018"	420	124753948	0.3
	"Census Region 3: South"	"CENS-R3"	"Hypovolaemic shock"	"R57.1"	"2014"	"2014"	26	119771934	0.0
